gene_id	gene_type	gene_status	gene_name
ENSG00000235268.2	protein_coding	KNOWN	KDM4E
ENSG00000222308.1	rRNA	KNOWN	RNA5SP198
ENSG00000224555.2	pseudogene	KNOWN	RP11-438N5.2
ENSG00000227220.1	antisense	PUTATIVE	RP11-69I8.3
ENSG00000173641.13	protein_coding	KNOWN	HSPB7
ENSG00000213338.3	pseudogene	KNOWN	ATF4P1
ENSG00000230611.1	pseudogene	KNOWN	HMGB1P27
ENSG00000261018.1	antisense	NOVEL	LL09NC01-254D11.1
ENSG00000147119.3	protein_coding	KNOWN	CHST7
ENSG00000245954.2	lincRNA	NOVEL	RP11-18H21.1
ENSG00000180636.6	pseudogene	KNOWN	OR4E1
ENSG00000267135.1	pseudogene	KNOWN	AD000091.3
ENSG00000171401.10	protein_coding	KNOWN	KRT13
ENSG00000239138.1	miRNA	KNOWN	AC023818.1
ENSG00000119457.6	protein_coding	KNOWN	SLC46A2
ENSG00000141665.7	protein_coding	KNOWN	FBXO15
ENSG00000162687.11	protein_coding	KNOWN	KCNT2
ENSG00000267129.1	pseudogene	KNOWN	OR1AC1P
ENSG00000143799.8	protein_coding	KNOWN	PARP1
ENSG00000204982.3	pseudogene	KNOWN	PRSS3P4
ENSG00000226095.1	sense_intronic	PUTATIVE	RP11-444I9.4
ENSG00000266126.1	sense_intronic	NOVEL	RP11-209D14.4
ENSG00000229345.1	lincRNA	NOVEL	RP11-332M4.1
ENSG00000255565.1	lincRNA	PUTATIVE	RP11-6B19.1
ENSG00000159753.8	protein_coding	KNOWN	RLTPR
ENSG00000166073.4	protein_coding	KNOWN	GPR176
ENSG00000208036.1	miRNA	KNOWN	MIR106B
ENSG00000175104.10	protein_coding	KNOWN	TRAF6
ENSG00000211691.2	TR_J_gene	KNOWN	TRGJP
ENSG00000173545.4	protein_coding	KNOWN	ZNF622
ENSG00000175730.7	pseudogene	KNOWN	BAK1P1
ENSG00000216901.1	pseudogene	KNOWN	AL022393.7
ENSG00000185149.5	protein_coding	KNOWN	NPY2R
ENSG00000231830.1	antisense	NOVEL	XX-FW83128A1.2
ENSG00000139044.6	protein_coding	KNOWN	B4GALNT3
ENSG00000126542.8	protein_coding	KNOWN	PTPN20C
ENSG00000235847.2	pseudogene	KNOWN	LDHAP7
ENSG00000235449.1	pseudogene	KNOWN	RP11-480I12.2
ENSG00000229239.2	pseudogene	KNOWN	RP11-223J15.2
ENSG00000211943.2	IG_V_gene	KNOWN	IGHV3-15
ENSG00000234003.1	pseudogene	KNOWN	CTD-3105H18.11
ENSG00000259236.1	pseudogene	KNOWN	CTD-2611K5.5
ENSG00000240356.2	pseudogene	KNOWN	AL078621.11
ENSG00000204121.2	pseudogene	KNOWN	ECEL1P2
ENSG00000087301.4	protein_coding	KNOWN	TXNDC16
ENSG00000116266.6	protein_coding	KNOWN	STXBP3
ENSG00000137478.9	protein_coding	KNOWN	FCHSD2
ENSG00000232335.1	antisense	NOVEL	RP11-435D7.3
ENSG00000250938.1	processed_transcript	NOVEL	RP11-679C8.2
ENSG00000121594.7	protein_coding	KNOWN	CD80
ENSG00000073712.9	protein_coding	KNOWN	FERMT2
ENSG00000260731.1	pseudogene	KNOWN	RP11-358L22.1
ENSG00000260755.1	lincRNA	NOVEL	RP11-403P17.3
ENSG00000167083.2	protein_coding	KNOWN	GNGT2
ENSG00000235412.1	lincRNA	NOVEL	TTTY4B
ENSG00000229225.1	lincRNA	PUTATIVE	AL162400.1
ENSG00000251321.1	lincRNA	KNOWN	GDEP
ENSG00000259208.1	pseudogene	KNOWN	RP11-621H8.1
ENSG00000258514.1	pseudogene	KNOWN	DUX4L14
ENSG00000205361.4	pseudogene	KNOWN	MT1DP
ENSG00000227790.2	pseudogene	KNOWN	AC015922.5
ENSG00000188831.3	pseudogene	KNOWN	DPPA3P2
ENSG00000259831.1	lincRNA	NOVEL	RP11-120J20.4
ENSG00000238545.1	snoRNA	KNOWN	snoU13
ENSG00000229732.1	antisense	NOVEL	AC019349.5
ENSG00000099795.1	protein_coding	KNOWN	NDUFB7
ENSG00000243964.1	pseudogene	KNOWN	RP11-16F15.1
ENSG00000227842.1	pseudogene	KNOWN	AC093166.2
ENSG00000164604.7	protein_coding	KNOWN	GPR85
ENSG00000250293.1	pseudogene	KNOWN	RP11-369I16.1
ENSG00000164484.7	protein_coding	KNOWN	TMEM200A
ENSG00000215548.2	pseudogene	KNOWN	RP11-764K9.4
ENSG00000173614.9	protein_coding	KNOWN	NMNAT1
ENSG00000089692.3	protein_coding	KNOWN	LAG3
ENSG00000234182.1	lincRNA	NOVEL	RP11-118K6.2
ENSG00000233703.1	pseudogene	KNOWN	RP11-20E23.1
ENSG00000250374.3	pseudogene	KNOWN	RP11-219C20.1
ENSG00000197959.9	protein_coding	KNOWN	DNM3
ENSG00000216915.2	pseudogene	KNOWN	RP1-97D16.1
ENSG00000222675.1	rRNA	KNOWN	RNA5SP146
ENSG00000265866.1	miRNA	KNOWN	AC067805.1
ENSG00000254665.1	antisense	PUTATIVE	RP11-152H18.3
ENSG00000259034.1	protein_coding	KNOWN	DUX4L3
ENSG00000151577.7	protein_coding	KNOWN	DRD3
ENSG00000267592.1	pseudogene	KNOWN	CTC-507E2.2
ENSG00000259945.1	antisense	NOVEL	CTD-2012K14.3
ENSG00000260120.1	lincRNA	NOVEL	RP11-177B4.2
ENSG00000205549.3	protein_coding	KNOWN	C9orf92
ENSG00000263342.1	antisense	NOVEL	RP1-4G17.2
ENSG00000248236.1	pseudogene	KNOWN	CTD-2151A2.2
ENSG00000252761.1	misc_RNA	KNOWN	Y_RNA
ENSG00000263331.1	antisense	NOVEL	CTC-508F8.1
ENSG00000115947.8	protein_coding	KNOWN	ORC4
ENSG00000231951.1	antisense	NOVEL	AC004837.4
ENSG00000173041.7	protein_coding	KNOWN	ZNF680
ENSG00000257025.1	lincRNA	NOVEL	RP11-553N19.1
ENSG00000230818.1	pseudogene	KNOWN	MTND2P16
ENSG00000215298.3	protein_coding	KNOWN	AC051642.1
ENSG00000267014.1	lincRNA	NOVEL	CTD-2081K17.2
ENSG00000239985.2	pseudogene	KNOWN	RP11-460N20.3
ENSG00000101407.8	protein_coding	KNOWN	TTI1
ENSG00000189050.10	protein_coding	KNOWN	RNFT1
ENSG00000258562.1	pseudogene	KNOWN	CTD-2313J17.3
ENSG00000262944.1	sense_intronic	NOVEL	RP11-473I1.9
ENSG00000256967.1	antisense	PUTATIVE	RP11-273B20.1
ENSG00000239100.1	snoRNA	KNOWN	snoU13
ENSG00000213853.5	protein_coding	KNOWN	EMP2
ENSG00000226229.2	pseudogene	KNOWN	RPLP0P1
ENSG00000121957.7	protein_coding	KNOWN	GPSM2
ENSG00000175376.4	protein_coding	KNOWN	EIF1AD
ENSG00000237076.1	lincRNA	PUTATIVE	RP5-836J3.1
ENSG00000156804.3	protein_coding	KNOWN	FBXO32
ENSG00000183921.4	protein_coding	KNOWN	SDR42E2
ENSG00000224769.1	pseudogene	KNOWN	AC069213.1
ENSG00000243115.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000203797.4	protein_coding	KNOWN	DDO
ENSG00000184967.2	protein_coding	KNOWN	NOC4L
ENSG00000184991.2	lincRNA	KNOWN	TTTY13
ENSG00000113763.6	protein_coding	KNOWN	UNC5A
ENSG00000150433.5	protein_coding	KNOWN	TMEM218
ENSG00000164327.8	protein_coding	KNOWN	RICTOR
ENSG00000207939.1	miRNA	KNOWN	MIR223
ENSG00000047579.14	protein_coding	KNOWN	DTNBP1
ENSG00000156876.8	protein_coding	KNOWN	SASS6
ENSG00000111642.9	protein_coding	KNOWN	CHD4
ENSG00000252062.1	snRNA	KNOWN	U6
ENSG00000256977.3	protein_coding	KNOWN	LIMS3
ENSG00000261185.1	lincRNA	NOVEL	RP11-317P15.5
ENSG00000200153.1	snRNA	KNOWN	RNU6-23
ENSG00000245025.2	lincRNA	NOVEL	RP11-875O11.1
ENSG00000258893.1	pseudogene	KNOWN	SETP2
ENSG00000259009.1	pseudogene	KNOWN	TPRX2P
ENSG00000135960.5	protein_coding	KNOWN	EDAR
ENSG00000254754.1	lincRNA	PUTATIVE	RP11-20J1.1
ENSG00000214650.2	lincRNA	NOVEL	RP11-83B20.1
ENSG00000229952.1	lincRNA	PUTATIVE	RP6-74O6.3
ENSG00000265218.1	antisense	NOVEL	RP11-927P21.1
ENSG00000139330.5	protein_coding	KNOWN	KERA
ENSG00000251787.1	snRNA	KNOWN	RNU7-47P
ENSG00000228307.1	pseudogene	KNOWN	RP11-113A10.3
ENSG00000100413.12	protein_coding	KNOWN	POLR3H
ENSG00000266580.1	miRNA	KNOWN	MIR4254
ENSG00000162929.9	protein_coding	KNOWN	KIAA1841
ENSG00000252452.1	snRNA	KNOWN	U6
ENSG00000241032.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000207709.2	miRNA	KNOWN	MIR197
ENSG00000231381.1	pseudogene	KNOWN	RNF2P1
ENSG00000266053.1	antisense	NOVEL	RP11-143J12.2
ENSG00000264929.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000213110.2	pseudogene	KNOWN	AC019178.2
ENSG00000142163.6	pseudogene	KNOWN	OR1E3P
ENSG00000260441.1	antisense	NOVEL	RP11-96D1.7
ENSG00000222126.1	snRNA	KNOWN	U2
ENSG00000252468.1	snRNA	KNOWN	U2
ENSG00000254189.1	pseudogene	KNOWN	RP11-296C13.1
ENSG00000201273.1	snRNA	KNOWN	U6
ENSG00000188032.5	protein_coding	KNOWN	C19orf67
ENSG00000252529.1	snoRNA	KNOWN	RNU3P3
ENSG00000260582.1	pseudogene	KNOWN	HMGB1P10
ENSG00000189419.5	lincRNA	NOVEL	RP11-168G16.1
ENSG00000216076.1	miRNA	KNOWN	AC002066.2
ENSG00000109472.9	protein_coding	KNOWN	CPE
ENSG00000207715.1	miRNA	KNOWN	AC009065.2
ENSG00000096093.9	protein_coding	KNOWN	EFHC1
ENSG00000129460.11	protein_coding	KNOWN	NGDN
ENSG00000196143.3	pseudogene	KNOWN	OR11H12
ENSG00000247011.2	lincRNA	NOVEL	RP11-700H6.1
ENSG00000238090.1	pseudogene	KNOWN	AC006195.2
ENSG00000180061.5	protein_coding	KNOWN	TMEM150B
ENSG00000235062.4	pseudogene	KNOWN	BCRP5
ENSG00000236777.1	pseudogene	KNOWN	RP11-108B14.1
ENSG00000227676.1	lincRNA	PUTATIVE	RP11-25J23.3
ENSG00000141258.7	protein_coding	KNOWN	SGSM2
ENSG00000240063.1	antisense	PUTATIVE	RP11-225N10.1
ENSG00000237153.1	processed_transcript	PUTATIVE	RP11-132E11.2
ENSG00000229623.1	pseudogene	KNOWN	METTL21AP1
ENSG00000254230.1	antisense	NOVEL	RP11-582J16.3
ENSG00000231294.1	antisense	NOVEL	AC006994.2
ENSG00000213486.3	pseudogene	KNOWN	AC108039.1
ENSG00000172819.12	protein_coding	KNOWN	RARG
ENSG00000264934.1	miRNA	KNOWN	MIR4265
ENSG00000070047.6	protein_coding	KNOWN	PHRF1
ENSG00000087903.8	protein_coding	KNOWN	RFX2
ENSG00000243659.1	pseudogene	KNOWN	RP11-4K3__A.3
ENSG00000233606.1	pseudogene	KNOWN	OR6C66P
ENSG00000260999.1	lincRNA	NOVEL	RP11-521L9.1
ENSG00000146963.10	protein_coding	KNOWN	LUC7L2
ENSG00000221504.1	miRNA	KNOWN	AC011456.1
ENSG00000254937.1	pseudogene	KNOWN	RP11-728D14.6
ENSG00000149639.8	protein_coding	KNOWN	SOGA1
ENSG00000267181.1	pseudogene	KNOWN	RP11-428O23.1
ENSG00000257316.1	pseudogene	KNOWN	RP11-267D19.2
ENSG00000236294.1	protein_coding	KNOWN	AC073348.1
ENSG00000225098.1	pseudogene	KNOWN	BCRP1
ENSG00000261647.1	pseudogene	KNOWN	IMPDH1P11
ENSG00000245479.2	sense_overlapping	NOVEL	RP11-387D10.3
ENSG00000225045.1	pseudogene	KNOWN	MTND5P27
ENSG00000260574.1	lincRNA	NOVEL	RP11-801I18.1
ENSG00000259454.1	pseudogene	KNOWN	WBP1LP5
ENSG00000092758.11	protein_coding	KNOWN	COL9A3
ENSG00000241542.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000201957.1	snoRNA	KNOWN	SNORA25
ENSG00000235761.1	pseudogene	KNOWN	RP11-293G6__B.2
ENSG00000112578.5	protein_coding	KNOWN	BYSL
ENSG00000258667.1	lincRNA	NOVEL	RP11-618G20.2
ENSG00000267195.1	lincRNA	NOVEL	hsa-mir-212
ENSG00000229587.1	sense_intronic	PUTATIVE	RP11-197P3.5
ENSG00000225051.3	pseudogene	KNOWN	HMGB3P22
ENSG00000138398.11	protein_coding	KNOWN	PPIG
ENSG00000125337.12	protein_coding	KNOWN	KIF25
ENSG00000220848.4	pseudogene	KNOWN	RPS18P9
ENSG00000263637.1	antisense	NOVEL	RP11-106E15.1
ENSG00000256969.1	lincRNA	NOVEL	RP11-320N7.2
ENSG00000232640.1	antisense	NOVEL	RP1-266L20.2
ENSG00000260899.1	lincRNA	NOVEL	RP11-2C24.4
ENSG00000089050.10	protein_coding	KNOWN	RBBP9
ENSG00000155640.5	protein_coding	KNOWN	C10orf12
ENSG00000069248.8	protein_coding	KNOWN	NUP133
ENSG00000103316.6	protein_coding	KNOWN	CRYM
ENSG00000251927.1	miRNA	KNOWN	AC099539.1
ENSG00000237437.1	pseudogene	KNOWN	ASS1P12
ENSG00000237688.1	lincRNA	NOVEL	RP5-894H24.2
ENSG00000244445.1	antisense	NOVEL	AC068280.1
ENSG00000138100.9	protein_coding	KNOWN	TRIM54
ENSG00000253231.1	pseudogene	KNOWN	RP11-32K4.3
ENSG00000257760.1	processed_transcript	NOVEL	RP11-478C19.5
ENSG00000239075.1	snRNA	KNOWN	U6
ENSG00000136448.7	protein_coding	KNOWN	NMT1
ENSG00000228153.1	lincRNA	PUTATIVE	RP11-23I7.1
ENSG00000184261.3	protein_coding	KNOWN	KCNK12
ENSG00000261239.2	pseudogene	KNOWN	ANKRD26P1
ENSG00000237427.1	pseudogene	KNOWN	TOMM22P1
ENSG00000254555.1	pseudogene	KNOWN	RP11-379J13.1
ENSG00000106479.6	protein_coding	KNOWN	ZNF862
ENSG00000214810.4	pseudogene	KNOWN	CYCSP55
ENSG00000076242.10	protein_coding	KNOWN	MLH1
ENSG00000252330.1	miRNA	KNOWN	AC105105.1
ENSG00000212167.1	snRNA	KNOWN	U6
ENSG00000224848.1	lincRNA	PUTATIVE	RP11-535M15.1
ENSG00000161647.14	protein_coding	KNOWN	MPP3
ENSG00000237651.2	protein_coding	KNOWN	C2orf74
ENSG00000090402.3	protein_coding	KNOWN	SI
ENSG00000244451.1	pseudogene	KNOWN	RPL34P21
ENSG00000188766.6	protein_coding	KNOWN	SPRED3
ENSG00000248668.1	processed_transcript	NOVEL	OXCT1-AS1
ENSG00000237954.2	lincRNA	NOVEL	RP11-14O19.2
ENSG00000252157.1	snRNA	KNOWN	U6
ENSG00000102977.8	protein_coding	KNOWN	ACD
ENSG00000228309.1	lincRNA	NOVEL	GS1-204I12.2
ENSG00000229433.1	lincRNA	NOVEL	RP11-329B9.1
ENSG00000142186.11	protein_coding	KNOWN	SCYL1
ENSG00000221534.1	miRNA	KNOWN	AC090079.1
ENSG00000258966.1	pseudogene	KNOWN	RP5-1163L11.3
ENSG00000230714.1	lincRNA	PUTATIVE	RP11-152L7.1
ENSG00000170209.4	protein_coding	KNOWN	ANKK1
ENSG00000213449.2	pseudogene	KNOWN	GAPDHP28
ENSG00000255140.1	pseudogene	KNOWN	OR5BN2P
ENSG00000010327.6	protein_coding	KNOWN	STAB1
ENSG00000233928.1	lincRNA	NOVEL	RP11-305F18.1
ENSG00000196230.8	protein_coding	KNOWN	TUBB
ENSG00000248851.1	pseudogene	KNOWN	AC006427.2
ENSG00000143110.7	protein_coding	KNOWN	C1orf162
ENSG00000238864.1	snoRNA	KNOWN	snoU13
ENSG00000255371.1	sense_intronic	NOVEL	OPCML-IT2
ENSG00000212206.1	snoRNA	KNOWN	SNORA69
ENSG00000143994.9	protein_coding	KNOWN	ABHD1
ENSG00000248926.1	pseudogene	KNOWN	RP11-777B9.1
ENSG00000140497.12	protein_coding	KNOWN	SCAMP2
ENSG00000260015.1	sense_intronic	NOVEL	RP11-510M2.5
ENSG00000113905.4	protein_coding	KNOWN	HRG
ENSG00000165501.12	protein_coding	KNOWN	LRR1
ENSG00000238704.1	snRNA	KNOWN	U7
ENSG00000267535.1	lincRNA	NOVEL	RP11-87G24.5
ENSG00000265313.1	lincRNA	NOVEL	RP11-567L7.6
ENSG00000236683.2	pseudogene	KNOWN	HMGA1P1
ENSG00000177418.1	pseudogene	KNOWN	AC006001.1
ENSG00000134533.2	protein_coding	KNOWN	RERG
ENSG00000254450.1	sense_intronic	NOVEL	ALG9-IT1
ENSG00000263877.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000206921.1	snRNA	KNOWN	U6
ENSG00000233912.1	antisense	NOVEL	AC026202.3
ENSG00000186895.2	protein_coding	KNOWN	FGF3
ENSG00000254141.1	sense_intronic	PUTATIVE	RP11-642D21.1
ENSG00000228787.1	antisense	NOVEL	NLGN4Y-AS1
ENSG00000111711.4	protein_coding	KNOWN	GOLT1B
ENSG00000238911.1	miRNA	KNOWN	AC026357.1
ENSG00000234374.1	antisense	NOVEL	RP11-84A14.2
ENSG00000198944.4	protein_coding	KNOWN	SOWAHA
ENSG00000224388.1	antisense	NOVEL	BACE2-IT1
ENSG00000164930.7	protein_coding	KNOWN	FZD6
ENSG00000223912.1	pseudogene	KNOWN	EEF1A1P36
ENSG00000134987.7	protein_coding	KNOWN	WDR36
ENSG00000162614.13	protein_coding	KNOWN	NEXN
ENSG00000260356.1	antisense	NOVEL	RP11-436A20.4
ENSG00000235328.1	pseudogene	KNOWN	AC006946.12
ENSG00000139645.8	protein_coding	KNOWN	ANKRD52
ENSG00000135525.13	protein_coding	KNOWN	MAP7
ENSG00000251731.1	miRNA	KNOWN	AL512359.1
ENSG00000232153.2	lincRNA	NOVEL	AC073218.3
ENSG00000203632.3	pseudogene	KNOWN	AC007690.1
ENSG00000135083.10	protein_coding	KNOWN	CCNJL
ENSG00000230873.4	protein_coding	NOVEL	RP3-486B10.1
ENSG00000141446.6	protein_coding	KNOWN	ESCO1
ENSG00000110723.7	protein_coding	KNOWN	EXPH5
ENSG00000170215.4	protein_coding	KNOWN	FAM27B
ENSG00000226485.1	pseudogene	KNOWN	RBM22P3
ENSG00000001629.5	protein_coding	KNOWN	ANKIB1
ENSG00000108622.6	protein_coding	KNOWN	ICAM2
ENSG00000256004.1	pseudogene	KNOWN	RP11-20D14.4
ENSG00000214309.3	protein_coding	KNOWN	MBLAC1
ENSG00000264269.1	antisense	NOVEL	RP11-15F12.1
ENSG00000225542.1	antisense	PUTATIVE	ZNF385D-AS1
ENSG00000262598.1	pseudogene	KNOWN	RP11-266L9.7
ENSG00000225233.1	lincRNA	NOVEL	RP11-554K11.2
ENSG00000255767.1	protein_coding	PUTATIVE	RP13-512J5.1
ENSG00000182117.4	protein_coding	KNOWN	NOP10
ENSG00000267024.1	antisense	NOVEL	CTD-2588C8.8
ENSG00000162076.8	protein_coding	KNOWN	FLYWCH2
ENSG00000226579.1	pseudogene	KNOWN	RP11-351K23.3
ENSG00000123496.3	protein_coding	KNOWN	IL13RA2
ENSG00000227702.1	lincRNA	KNOWN	LINC00111
ENSG00000201933.1	misc_RNA	KNOWN	Y_RNA
ENSG00000222864.1	miRNA	KNOWN	AL596268.1
ENSG00000234455.1	lincRNA	PUTATIVE	AC067960.1
ENSG00000198743.5	protein_coding	KNOWN	SLC5A3
ENSG00000237247.3	protein_coding	KNOWN	MBD3L5
ENSG00000202225.1	rRNA	KNOWN	RNA5SP240
ENSG00000244650.2	lincRNA	PUTATIVE	RP11-501O2.3
ENSG00000182107.5	protein_coding	KNOWN	TMEM30B
ENSG00000145911.5	protein_coding	KNOWN	N4BP3
ENSG00000111262.4	protein_coding	KNOWN	KCNA1
ENSG00000148248.8	protein_coding	KNOWN	SURF4
ENSG00000130939.13	protein_coding	KNOWN	UBE4B
ENSG00000219073.3	protein_coding	KNOWN	CELA3B
ENSG00000241754.1	lincRNA	NOVEL	RP11-280H21.1
ENSG00000214288.4	pseudogene	KNOWN	HMGB3P13
ENSG00000215174.2	pseudogene	KNOWN	RP13-487C10.1
ENSG00000223572.5	protein_coding	KNOWN	CKMT1A
ENSG00000212620.1	snoRNA	KNOWN	SNORA75
ENSG00000196345.7	protein_coding	KNOWN	ZNF167
ENSG00000082684.10	protein_coding	KNOWN	SEMA5B
ENSG00000253786.1	IG_V_pseudogene	KNOWN	IGLV3-15
ENSG00000215893.2	pseudogene	KNOWN	RP4-635E8.1
ENSG00000252145.1	snRNA	KNOWN	U6
ENSG00000244565.1	pseudogene	KNOWN	RP11-222O23.1
ENSG00000225350.1	antisense	PUTATIVE	FREM2-AS1
ENSG00000264356.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000199043.1	miRNA	KNOWN	MIR335
ENSG00000253144.1	pseudogene	KNOWN	RP11-281O15.7
ENSG00000105186.8	protein_coding	KNOWN	ANKRD27
ENSG00000226028.2	pseudogene	KNOWN	PFN1P12
ENSG00000234946.1	pseudogene	KNOWN	AC066692.5
ENSG00000128944.8	protein_coding	KNOWN	C15orf23
ENSG00000267688.1	antisense	NOVEL	AC005262.2
ENSG00000266226.1	miRNA	KNOWN	MIR4323
ENSG00000241258.2	protein_coding	KNOWN	CRCP
ENSG00000223495.2	pseudogene	KNOWN	RP11-763B22.7
ENSG00000185610.6	protein_coding	KNOWN	DBX2
ENSG00000199060.1	miRNA	KNOWN	MIR22
ENSG00000252159.1	misc_RNA	KNOWN	RNY4P1
ENSG00000255463.1	pseudogene	KNOWN	RP11-16F15.4
ENSG00000238355.1	snoRNA	KNOWN	snoU13
ENSG00000227061.1	antisense	NOVEL	AC079779.7
ENSG00000258481.1	lincRNA	NOVEL	RP11-472N19.3
ENSG00000224167.1	lincRNA	NOVEL	RP3-522D1.1
ENSG00000185097.2	protein_coding	KNOWN	OR4F16
ENSG00000261221.1	protein_coding	KNOWN	ZNF865
ENSG00000196981.2	protein_coding	KNOWN	WDR5B
ENSG00000260403.1	antisense	NOVEL	RP11-616M22.1
ENSG00000213015.4	protein_coding	KNOWN	ZNF580
ENSG00000263763.1	miRNA	KNOWN	MIR3686
ENSG00000267709.1	antisense	NOVEL	AC024592.9
ENSG00000103042.4	protein_coding	KNOWN	SLC38A7
ENSG00000182634.7	protein_coding	KNOWN	OR10G7
ENSG00000254998.1	processed_transcript	PUTATIVE	RP11-94P11.4
ENSG00000224177.2	lincRNA	NOVEL	LINC00570
ENSG00000233067.1	processed_transcript	NOVEL	RP11-40F8.2
ENSG00000213253.5	pseudogene	KNOWN	CTC-250I14.1
ENSG00000197467.7	protein_coding	KNOWN	COL13A1
ENSG00000232388.1	protein_coding	KNOWN	LINC00493
ENSG00000224014.1	pseudogene	KNOWN	RP11-488L18.6
ENSG00000255522.1	pseudogene	KNOWN	RP13-726E6.3
ENSG00000143653.9	protein_coding	KNOWN	SCCPDH
ENSG00000248567.1	lincRNA	NOVEL	RP11-545L5.1
ENSG00000115616.2	protein_coding	KNOWN	SLC9A2
ENSG00000171561.3	protein_coding	KNOWN	OR2AT4
ENSG00000238959.1	snRNA	KNOWN	RNU7-19P
ENSG00000211696.2	TR_V_gene	KNOWN	TRGV8
ENSG00000207615.1	miRNA	KNOWN	MIR515-2
ENSG00000252557.1	snoRNA	KNOWN	SNORD112
ENSG00000065243.14	protein_coding	KNOWN	PKN2
ENSG00000160111.6	protein_coding	KNOWN	CPAMD8
ENSG00000187170.4	protein_coding	KNOWN	LCE4A
ENSG00000132356.7	protein_coding	KNOWN	PRKAA1
ENSG00000046651.10	protein_coding	KNOWN	OFD1
ENSG00000206614.1	snRNA	KNOWN	U6
ENSG00000252676.1	miRNA	KNOWN	AL391559.1
ENSG00000127948.9	protein_coding	KNOWN	POR
ENSG00000224890.1	pseudogene	KNOWN	RP11-525G7.2
ENSG00000250804.1	pseudogene	KNOWN	RP11-747H12.3
ENSG00000211731.1	TR_V_gene	KNOWN	TRBV5-7
ENSG00000186440.1	protein_coding	KNOWN	OR6P1
ENSG00000249580.1	pseudogene	KNOWN	RP11-52L11.6
ENSG00000207153.1	snRNA	KNOWN	U6
ENSG00000251742.1	misc_RNA	KNOWN	7SK
ENSG00000266401.1	antisense	NOVEL	RP11-874J12.4
ENSG00000104894.6	protein_coding	KNOWN	CD37
ENSG00000066044.8	protein_coding	KNOWN	ELAVL1
ENSG00000250687.2	pseudogene	KNOWN	RP11-497H16.7
ENSG00000225662.2	pseudogene	KNOWN	RP11-1036F1.1
ENSG00000206662.1	misc_RNA	KNOWN	Y_RNA
ENSG00000255394.1	protein_coding	KNOWN	C8orf49
ENSG00000234545.3	protein_coding	KNOWN	FAM133B
ENSG00000266708.1	antisense	NOVEL	RP11-661O13.1
ENSG00000264267.1	miRNA	KNOWN	AC069303.1
ENSG00000216179.1	miRNA	KNOWN	MIR541
ENSG00000112425.9	protein_coding	KNOWN	EPM2A
ENSG00000225723.1	pseudogene	KNOWN	MTND6P15
ENSG00000254813.1	lincRNA	NOVEL	RP11-252C15.1
ENSG00000264850.1	miRNA	KNOWN	MIR4310
ENSG00000095321.11	protein_coding	KNOWN	CRAT
ENSG00000183130.2	protein_coding	KNOWN	OR2T11
ENSG00000110917.3	protein_coding	KNOWN	MLEC
ENSG00000266415.1	miRNA	KNOWN	MIR4636
ENSG00000243243.1	antisense	NOVEL	AC073130.3
ENSG00000258789.1	processed_transcript	PUTATIVE	RP11-507K2.3
ENSG00000249092.1	pseudogene	KNOWN	CTD-2325A15.3
ENSG00000170049.5	protein_coding	KNOWN	KCNAB3
ENSG00000255075.1	pseudogene	KNOWN	RP11-23B7.3
ENSG00000249183.1	pseudogene	KNOWN	SUMO2P4
ENSG00000266887.1	miRNA	KNOWN	MIR4535
ENSG00000214286.2	pseudogene	KNOWN	AC104297.2
ENSG00000204394.8	protein_coding	KNOWN	VARS
ENSG00000168802.8	protein_coding	KNOWN	CHTF8
ENSG00000145681.6	protein_coding	KNOWN	HAPLN1
ENSG00000233058.1	lincRNA	PUTATIVE	AC046143.7
ENSG00000141294.5	protein_coding	KNOWN	LRRC46
ENSG00000235142.1	lincRNA	NOVEL	RP1-60O19.1
ENSG00000173276.9	protein_coding	KNOWN	ZNF295
ENSG00000226479.3	protein_coding	KNOWN	TMEM185B
ENSG00000258048.1	lincRNA	NOVEL	RP11-530C5.1
ENSG00000230663.1	lincRNA	NOVEL	FAM224B
ENSG00000133835.9	protein_coding	KNOWN	HSD17B4
ENSG00000203813.4	protein_coding	KNOWN	HIST1H3H
ENSG00000119139.11	protein_coding	KNOWN	TJP2
ENSG00000126785.8	protein_coding	KNOWN	RHOJ
ENSG00000096384.14	protein_coding	KNOWN	HSP90AB1
ENSG00000167461.7	protein_coding	KNOWN	RAB8A
ENSG00000116251.5	protein_coding	KNOWN	RPL22
ENSG00000249907.1	pseudogene	KNOWN	RP11-384K6.1
ENSG00000266897.1	processed_transcript	NOVEL	AC005546.2
ENSG00000265440.1	miRNA	KNOWN	MIR4313
ENSG00000102230.8	protein_coding	KNOWN	PCYT1B
ENSG00000134759.9	protein_coding	KNOWN	ELP2
ENSG00000139433.4	protein_coding	KNOWN	GLTP
ENSG00000165164.8	protein_coding	KNOWN	CXorf22
ENSG00000080511.2	protein_coding	KNOWN	RDH8
ENSG00000200378.1	snRNA	KNOWN	RNU5B-4P
ENSG00000265541.1	pseudogene	KNOWN	H3F3BP2
ENSG00000226026.1	antisense	NOVEL	RP11-57H12.3
